Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Locomotion,Arm Motion,Arm Object
18966,-825,345,345,168,28,-117,0,0,0
19000,-808,378,350,130,78,-198,0,0,0
19033,-777,380,346,106,53,-220,0,0,0
19066,-798,394,347,72,78,-236,0,0,0
19100,-843,414,349,74,95,-208,0,0,0
19133,-873,410,343,118,65,-134,0,0,0
19166,-882,412,341,109,92,-3,0,0,0
19200,-872,404,341,25,118,144,0,0,0
19233,-830,348,322,-53,129,253,0,0,0
19266,-814,334,315,48,142,185,0,0,0
19300,-836,340,320,87,148,103,0,0,0
19333,-856,328,308,82,166,159,0,0,0
19366,-876,325,303,36,243,160,0,0,0
19400,-907,312,305,15,222,201,0,0,0
19433,-928,283,280,233,106,155,0,0,0
19466,-887,300,275,396,117,86,0,0,0
19500,-964,389,300,412,150,-30,0,0,0
19533,-971,373,271,117,100,-22,0,0,0
19566,-990,341,243,47,125,54,0,0,0
19600,-958,317,280,136,62,81,0,0,0
19633,-921,345,266,200,14,30,0,0,0
19666,-919,369,251,-2,68,-64,0,0,0
19700,-920,354,279,-148,51,-76,0,0,0
19733,-915,330,283,-38,-22,-17,0,0,0
19766,-911,361,271,77,-95,-7,0,0,0
19800,-913,377,271,20,-125,-93,0,0,0
19833,-880,376,293,49,-101,-82,0,0,0
19866,-847,411,306,95,-58,-101,0,0,0
19900,-817,446,304,-9,-15,-126,0,0,0
19933,-815,464,308,-137,-5,-170,0,0,0
19966,-828,445,314,-191,15,-200,0,0,0
20000,-801,439,305,-119,-20,-49,0,0,0
20033,-788,435,288,-156,25,113,0,0,0
20066,-823,413,277,-298,12,220,0,0,0
20100,-754,293,226,-262,-58,335,0,0,0
20133,-983,394,242,-14,-10,228,0,0,0
20166,-1152,413,265,-156,-104,348,0,0,0
20200,-1068,290,190,-210,-10,501,0,0,0
20233,-1051,285,228,-324,80,596,0,0,0
20266,-937,200,210,-138,49,446,0,0,0
20300,-855,249,211,-45,86,167,0,0,0
20333,-858,275,226,-221,173,28,0,0,0
20366,-919,300,236,-406,218,-75,0,0,0
20400,-964,291,256,-353,201,-116,0,0,0
20433,-942,286,267,-81,98,-145,0,0,0
20466,-939,330,281,24,39,-87,0,0,0
20500,-927,348,297,36,11,-53,0,0,0
20533,-895,379,318,90,3,-109,0,0,0
20566,-864,405,328,37,-67,-77,0,0,0
20600,-849,416,318,-32,-44,-90,0,0,0
20633,-868,415,323,-93,-52,-103,0,0,0
20666,-888,407,327,-102,-112,-68,0,0,0
20700,-883,391,318,-63,-130,-21,0,0,0
20733,-894,380,324,13,-117,17,0,0,0
20766,-870,362,330,54,-145,23,0,0,0
20800,-847,361,336,77,-117,-9,0,0,0
20833,-844,370,345,35,-106,-31,0,0,0
20866,-847,361,340,30,-83,-41,0,0,0
20900,-846,367,338,92,-96,-108,0,0,0
20933,-839,384,331,149,-78,-176,0,0,0
20966,-831,385,330,71,-93,-137,0,0,0
21000,-839,383,325,49,-39,-118,0,0,0
21033,-851,382,325,66,-19,-115,0,0,0
21066,-854,379,329,115,8,-109,0,0,0
21100,-833,378,328,111,25,-111,0,0,0
21133,-834,380,337,42,42,-118,0,0,0
21166,-829,375,339,4,62,-71,0,0,0
21200,-814,366,337,-9,69,-57,0,0,0
21233,-795,367,319,-1,44,-5,0,0,0
21266,-821,370,314,15,49,-6,0,0,0
21300,-784,321,297,-11,-66,99,0,0,0
21333,-835,308,243,187,22,152,0,0,0
21366,-1186,497,363,131,23,-3,0,0,0
21400,-1066,328,253,-2,-72,316,0,0,0
21433,-1016,260,243,-43,26,501,0,0,0
21466,-953,224,268,72,-10,556,0,0,0
21500,-854,251,253,163,1,244,0,0,0
21533,-831,290,268,2,94,32,0,0,0
21566,-913,304,291,-219,171,-73,0,0,0
21600,-976,286,293,-273,191,-159,0,0,0
21633,-964,255,311,-2,53,-68,0,0,0
21666,-930,298,312,210,9,-37,0,0,0
21700,-916,345,326,189,-11,-106,0,0,0
21733,-876,345,333,132,-76,-123,0,0,0
21766,-841,352,329,131,-63,-189,0,0,0
21800,-865,370,335,84,-58,-190,0,0,0
21833,-893,368,338,23,-26,-117,0,0,0
21866,-889,366,326,67,-50,-118,0,0,0
21900,-895,370,328,39,-30,-81,0,0,0
21933,-872,370,322,90,-56,-66,0,0,0
21966,-860,372,324,43,-82,-80,0,0,0
22000,-858,362,330,47,-61,-54,0,0,0
22033,-853,363,331,79,-71,-63,0,0,0
22066,-861,372,337,98,-55,-43,0,0,0
22100,-858,368,334,40,-46,-62,0,0,0
22133,-862,352,331,41,-40,-40,0,0,0
22166,-866,356,326,79,-77,-26,0,0,0
22200,-863,361,328,77,-47,-47,0,0,0
22233,-867,370,326,83,-13,-68,0,0,0
22266,-853,370,331,112,30,-93,0,0,0
22300,-839,371,332,65,44,-114,0,0,0
22333,-839,378,331,0,53,-76,0,0,0
22366,-836,377,330,-28,83,-61,0,0,0
22400,-835,368,322,-4,22,7,0,0,0
22433,-825,375,310,39,23,-16,0,0,0
22466,-838,386,317,-4,35,68,0,0,0
22500,-715,310,283,-30,-16,225,0,0,0
22533,-836,332,239,112,114,221,0,0,0
22566,-1235,501,363,77,-1,36,0,0,0
22600,-1002,334,220,42,-54,327,0,0,0
22633,-994,299,229,-208,116,636,0,0,0
22666,-989,230,238,-153,36,585,0,0,0
22700,-884,272,214,30,1,252,0,0,0
22733,-872,305,236,-170,93,141,0,0,0
22766,-954,300,262,-426,191,-1,0,0,0
22800,-983,266,264,-472,243,50,0,0,0
22833,-972,233,287,-266,176,88,0,0,0
22866,-935,248,294,-27,64,38,0,0,0
22900,-899,279,324,110,-29,-65,0,0,0
22933,-878,323,346,219,-98,-189,0,0,0
22966,-866,369,364,183,-89,-211,0,0,0
23000,-876,407,372,108,-56,-185,0,0,0
23033,-872,411,361,57,-123,-136,0,0,0
23066,-877,409,355,91,-153,-76,0,0,0
23100,-867,416,354,139,-227,-70,0,0,0
23133,-839,410,344,108,-190,-83,0,0,0
23166,-826,402,334,61,-167,-16,0,0,0
23200,-836,400,335,38,-150,-46,0,0,0
23233,-837,389,333,12,-70,-30,0,0,0
23266,-830,376,334,41,-92,-50,0,0,0
23300,-838,378,337,27,-28,-103,0,0,0
23333,-853,373,338,11,-19,-88,0,0,0
23366,-844,369,338,52,-5,-74,0,0,0
23400,-838,370,340,53,17,-89,0,0,0
23433,-848,378,340,50,13,-83,0,0,0
23466,-850,376,350,79,-4,-126,0,0,0
23500,-833,380,353,75,59,-36,0,0,0
23533,-832,368,352,44,75,-46,0,0,0
23566,-825,363,341,106,59,-7,0,0,0
23600,-814,367,333,118,22,35,0,0,0
23633,-727,324,312,80,-23,75,0,0,0
23666,-647,286,257,185,10,125,0,0,0
23700,-1138,523,343,318,119,-141,0,0,0
23733,-1152,474,322,79,-103,-42,0,0,0
23766,-907,289,164,-13,90,431,0,0,0
23800,-981,301,259,-334,178,621,0,0,0
23833,-939,199,231,-24,49,481,0,0,0
23866,-836,263,246,8,111,140,0,0,0
23900,-897,281,301,-214,200,57,0,0,0
23933,-972,278,302,-491,277,-34,0,0,0
23966,-959,224,314,-356,253,-1,0,0,0
24000,-931,246,344,6,127,-64,0,0,0
24033,-924,308,339,165,46,-134,0,0,0
24066,-920,353,351,219,-49,-174,0,0,0
24100,-909,393,370,197,-123,-192,0,0,0
24133,-892,405,358,113,-118,-153,0,0,0
24166,-882,399,349,-24,-153,-76,0,0,0
24200,-861,363,341,-46,-130,-32,0,0,0
24233,-833,348,336,42,-183,9,0,0,0
24266,-835,363,337,78,-164,-65,0,0,0
24300,-827,377,328,70,-107,-95,0,0,0
24333,-839,391,327,-26,-51,-139,0,0,0
24366,-865,385,320,-12,-51,-62,0,0,0
24400,-867,377,311,56,-36,-24,0,0,0
24433,-864,388,314,79,-45,-15,0,0,0
24466,-851,382,322,28,-27,41,0,0,0
24500,-843,364,334,-43,68,25,0,0,0
24533,-850,360,345,-9,112,8,0,0,0
24566,-853,357,355,-52,94,-20,0,0,0
24600,-852,363,357,-23,70,-37,0,0,0
24633,-848,361,354,1,63,-16,0,0,0
24666,-840,363,349,-17,76,-50,0,0,0
24700,-828,365,338,-1,66,11,0,0,0
24733,-810,360,323,6,48,54,0,0,0
24766,-829,373,305,48,34,44,0,0,0
24800,-827,360,305,2,-8,50,0,0,0
24833,-636,249,219,69,19,187,0,0,0
24866,-1120,515,309,117,227,-29,0,0,0
24900,-1320,493,321,-269,-34,77,0,0,0
24933,-1006,223,166,-292,55,609,0,0,0
24966,-956,158,210,-302,111,788,0,0,0
25000,-862,154,207,148,-22,544,0,0,0
25033,-804,257,229,77,12,181,0,0,0
25066,-885,254,276,-292,221,3,0,0,0
25100,-976,262,322,-548,277,-87,0,0,0
25133,-928,215,325,-274,202,-58,0,0,0
25166,-887,273,329,118,132,-180,0,0,0
25200,-904,361,348,223,17,-285,0,0,0
25233,-902,408,365,266,-106,-282,0,0,0
25266,-886,451,376,261,-132,-197,0,0,0
25300,-880,467,374,263,-160,-93,0,0,0
25333,-867,471,345,-59,-118,66,0,0,0
25366,-859,423,339,-85,-164,180,0,0,0
25400,-852,403,338,-53,-190,246,0,0,0
25433,-849,397,324,27,-194,257,0,0,0
25466,-839,397,320,-23,-147,229,0,0,0
25500,-846,392,325,-84,-83,269,0,0,0
25533,-855,382,325,-103,-51,250,0,0,0
25566,-848,379,330,-86,-23,247,0,0,0
25600,-846,379,337,-63,-30,188,0,0,0
25633,-842,379,346,-53,-29,109,0,0,0
25666,-834,387,350,-24,1,68,0,0,0
25700,-825,395,357,13,15,48,0,0,0
25733,-825,407,356,49,-12,35,0,0,0
25766,-825,413,349,119,-26,21,0,0,0
25800,-826,425,346,78,-36,26,0,0,0
25833,-839,428,347,31,39,54,0,0,0
25866,-840,412,340,-15,28,27,0,0,0
25900,-842,400,335,-6,33,49,0,0,0
25933,-851,401,331,45,46,36,0,0,0
25966,-856,396,331,38,-3,23,0,0,0
26000,-858,397,330,73,38,-14,0,0,0
26033,-850,402,333,48,64,-89,0,0,0
26066,-841,403,334,15,94,-105,0,0,0
26100,-848,406,335,38,28,-149,0,0,0
26133,-858,424,343,40,36,-157,0,0,0
26166,-852,429,341,-15,59,-131,0,0,0
26200,-851,427,340,-41,78,-62,0,0,0
26233,-848,427,337,-65,95,-69,0,0,0
26266,-844,422,327,-53,69,-127,0,0,0
26300,-839,419,325,-131,97,-69,0,0,0
26333,-850,423,322,-186,92,-36,0,0,0
26366,-869,411,316,-228,114,10,0,0,0
26400,-876,398,315,-208,83,46,0,0,0
26433,-862,384,311,-172,80,89,0,0,0
26466,-854,374,305,-181,108,96,0,0,0
26500,-857,366,301,-231,147,116,0,0,0
26533,-871,363,308,-233,184,57,0,0,0
26566,-874,361,311,-251,227,39,0,0,0
26600,-886,359,311,-201,186,-4,0,0,0
26633,-891,361,326,-204,156,17,0,0,0
26666,-887,363,329,-180,162,2,0,0,0
26700,-882,363,335,-159,107,25,0,0,0
26733,-887,362,338,-134,75,93,0,0,0
26766,-880,363,338,-84,55,40,0,0,0
26800,-878,365,335,-69,-5,70,0,0,0
26833,-878,353,325,-76,-6,140,0,0,0
26866,-874,352,317,-72,-26,65,0,0,0
26900,-874,354,309,-63,33,101,0,0,0
26933,-880,350,304,-44,-6,59,0,0,0
26966,-883,348,305,-38,-7,42,0,0,0
27000,-884,348,306,-42,27,31,0,0,0
27033,-876,354,314,-18,30,18,0,0,0
27066,-867,356,321,-60,43,36,0,0,0
27100,-874,359,323,-39,9,27,0,0,0
27133,-879,359,330,10,6,18,0,0,0
27166,-875,362,332,2,-12,29,0,0,0
27200,-875,364,331,7,-10,55,0,0,0
27233,-868,361,329,22,-25,40,0,0,0
27266,-863,368,327,38,-25,52,0,0,0
27300,-859,373,325,50,-32,54,0,0,0
27333,-868,382,323,23,-4,55,0,0,0
27366,-864,382,325,-27,23,89,0,0,0
27400,-863,393,329,-10,31,83,0,0,0
27433,-878,404,343,-69,51,42,0,0,0
27466,-886,393,338,-135,63,77,0,0,0
27500,-896,406,360,-220,138,69,0,0,0
27533,-895,412,365,-384,145,2,0,0,0
27566,-894,392,365,-527,208,-48,0,0,0
27600,-888,375,373,-644,217,-94,0,0,0
27633,-891,357,369,-704,191,-183,0,0,0
27666,-892,324,354,-694,145,-179,0,0,0
27700,-892,312,352,-627,97,-247,0,0,0
27733,-873,316,345,-561,61,-279,0,0,0
27766,-863,310,328,-580,48,-296,0,0,0
27800,-860,303,326,-594,97,-289,0,0,0
27833,-864,284,326,-570,32,-210,0,0,0
27866,-882,272,328,-527,115,-138,0,0,0
27900,-895,258,329,-470,66,-115,0,0,0
27933,-903,251,333,-352,51,-65,0,0,0
27966,-891,237,342,-318,31,16,0,0,0
28000,-886,224,341,-327,62,55,0,0,0
28033,-899,213,353,-309,40,99,0,0,0
28066,-899,199,355,-231,25,108,0,0,0
28100,-889,190,352,-152,2,140,0,0,0
28133,-889,188,348,-93,-24,107,0,0,0
28166,-899,187,344,-87,3,86,0,0,0
28200,-910,184,344,-42,10,68,0,0,0
28233,-914,184,343,21,-4,76,0,0,0
28266,-917,190,344,101,-33,61,0,0,0
28300,-908,195,350,128,-58,105,0,0,0
28333,-905,203,363,152,-18,70,0,0,0
28366,-892,205,365,166,-12,61,0,0,0
28400,-899,214,374,192,-15,35,0,0,0
28433,-900,224,376,200,-18,12,0,0,0
28466,-894,237,378,205,-8,-24,0,0,0
28500,-893,245,380,139,2,28,0,0,0
28533,-890,249,374,145,-16,1,0,0,0
28566,-885,254,374,171,0,29,0,0,0
28600,-884,258,366,150,-15,25,0,0,0
28633,-886,261,367,171,-8,68,0,0,0
28666,-894,264,362,147,-4,89,0,0,0
28700,-879,263,361,131,14,85,0,0,0
28733,-883,261,359,124,38,98,0,0,0
28766,-895,259,359,144,31,29,0,0,0
28800,-892,264,360,119,42,21,0,0,0
28833,-894,269,359,136,45,53,0,0,0
28866,-894,275,359,97,50,58,0,0,0
28900,-890,279,355,99,83,67,0,0,0
28933,-889,285,352,118,35,72,0,0,0
28966,-901,294,346,123,37,29,0,0,0
29000,-911,295,349,141,-3,53,0,0,0
29033,-909,293,346,128,26,89,0,0,0
29066,-896,289,342,136,17,113,0,0,0
29100,-896,286,343,116,19,49,0,0,0
29133,-897,289,348,152,14,27,0,0,0
29166,-899,296,341,122,3,39,0,0,0
29200,-897,295,337,133,18,33,0,0,0
29233,-888,299,336,152,2,46,0,0,0
29266,-875,304,327,188,13,-13,0,0,0
29300,-878,311,322,156,10,27,0,0,0
29333,-897,322,323,162,4,36,0,0,0
29366,-894,322,321,180,27,23,0,0,0
29400,-893,324,319,182,27,22,0,0,0
29433,-890,323,319,194,36,14,0,0,0
29466,-885,324,322,205,7,25,0,0,0
29500,-886,325,324,152,30,7,0,0,0
29533,-887,323,325,190,23,23,0,0,0
29566,-881,330,319,186,19,6,0,0,0
29600,-887,333,310,188,3,27,0,0,0
29633,-888,330,303,177,-18,7,0,0,0
29666,-885,331,296,161,27,62,0,0,0
29700,-891,326,305,78,-8,21,0,0,0
29733,-925,339,305,91,40,15,0,0,0
29766,-922,318,297,150,-52,-14,0,0,0
29800,-905,317,288,375,-128,15,0,0,0
29833,-900,349,272,391,-130,22,0,0,0
29866,-894,351,280,247,-95,13,0,0,0
29900,-918,328,289,243,-42,-8,0,0,0
29933,-913,338,286,304,-64,-81,0,0,0
29966,-906,322,287,361,-118,-59,0,0,0
30000,-889,333,289,385,-114,-88,0,0,0
30033,-876,337,295,284,-28,-149,0,0,0
30066,-900,330,301,252,-5,-164,0,0,0
30100,-910,339,292,292,-44,-178,0,0,0
30133,-903,339,301,292,-61,-186,0,0,0
30166,-899,337,297,343,-74,-171,0,0,0
30200,-892,336,289,355,-78,-132,0,0,0
30233,-899,338,291,336,-131,-134,0,0,0
30266,-911,358,299,374,-144,-150,0,0,0
30300,-909,367,309,372,-156,-129,0,0,0
30333,-895,359,322,329,-135,-92,0,0,0
30366,-861,376,329,302,-131,-75,0,0,0
30400,-853,392,324,159,-86,-52,0,0,0
30433,-864,350,320,72,-76,-43,0,0,0
30466,-869,350,319,131,-44,-38,0,0,0
30500,-860,354,305,89,4,-3,0,0,0
30533,-878,360,311,17,3,17,0,0,0
30566,-891,351,307,1,7,16,0,0,0
30600,-894,349,305,-40,17,53,0,0,0
30633,-897,335,303,9,40,85,0,0,0
30666,-895,329,301,-35,52,100,0,0,0
30700,-898,324,303,-49,63,90,0,0,0
30733,-897,308,302,-49,27,54,0,0,0
30766,-899,307,298,-6,31,3,0,0,0
30800,-904,309,292,-39,22,23,0,0,0
30833,-907,305,295,2,42,-7,0,0,0
30866,-907,318,292,-14,35,-40,0,0,0
30900,-896,312,291,19,23,-40,0,0,0
30933,-902,338,289,111,-42,-67,0,0,0
30966,-905,354,290,45,-46,-47,0,0,0
31000,-910,342,289,24,-49,-16,0,0,0
31033,-898,325,289,47,-22,16,0,0,0
31066,-895,347,287,19,-10,22,0,0,0
31100,-893,333,295,-6,6,14,0,0,0
31133,-890,330,305,13,29,-2,0,0,0
31166,-888,321,299,-18,22,15,0,0,0
31200,-891,319,299,-16,22,18,0,0,0
31233,-896,323,300,-22,45,10,0,0,0
31266,-899,323,296,-24,-7,-34,0,0,0
31300,-892,311,292,-9,48,-18,0,0,0
31333,-891,321,291,-20,37,-5,0,0,0
31366,-912,321,282,-23,11,38,0,0,0
31400,-908,313,290,16,10,-13,0,0,0
31433,-915,322,287,58,0,-26,0,0,0
31466,-899,338,297,78,-15,3,0,0,0
31500,-889,343,310,15,24,11,0,0,0
31533,-894,344,306,-61,15,46,0,0,0
31566,-899,324,320,-147,27,38,0,0,0
31600,-888,318,320,-56,-3,10,0,0,0
31633,-903,322,320,-6,-15,-5,0,0,0
31666,-902,323,312,-39,-20,-8,0,0,0
31700,-893,329,302,-56,-25,46,0,0,0
31733,-882,338,286,-29,-5,18,0,0,0
31766,-884,335,280,-67,11,14,0,0,0
31800,-892,335,278,-109,9,66,0,0,0
31833,-902,311,281,-120,75,113,0,0,0
31866,-893,321,280,-105,55,86,0,0,0
31900,-905,293,282,-140,88,83,0,0,0
31933,-916,277,287,-28,21,53,0,0,0
31966,-930,293,279,44,-21,15,0,0,0
32000,-917,289,282,53,31,-6,0,0,0
32033,-899,291,295,53,58,-14,0,0,0
32066,-896,307,300,83,19,-1,0,0,0
32100,-890,320,302,73,26,-45,0,0,0
32133,-895,336,314,78,-10,-54,0,0,0
32166,-901,332,311,43,-9,-1,0,0,0
32200,-897,340,310,89,-26,22,0,0,0
32233,-901,348,307,25,-34,69,0,0,0
32266,-900,336,307,51,-46,48,0,0,0
32300,-898,337,313,-4,-32,29,0,0,0
32333,-878,329,316,-48,23,46,0,0,0
32366,-872,331,311,11,-3,52,0,0,0
32400,-880,348,304,-15,-25,27,0,0,0
32433,-877,347,313,-116,31,50,0,0,0
32466,-900,336,310,-44,3,12,0,0,0
32500,-901,327,301,-67,42,79,0,0,0
32533,-893,330,304,-49,7,83,0,0,0
32566,-879,315,299,-48,22,38,0,0,0
32600,-888,324,296,-10,22,27,0,0,0
32633,-897,331,294,-31,45,21,0,0,0
32666,-892,344,293,-84,81,34,0,0,0
32700,-890,317,299,-109,59,55,0,0,0
32733,-897,319,301,-80,57,75,0,0,0
32766,-907,320,302,-67,57,50,0,0,0
32800,-903,311,306,-12,15,10,0,0,0
32833,-913,325,297,-12,37,36,0,0,0
32866,-927,323,299,-44,22,23,0,0,0
32900,-908,313,302,17,-6,53,0,0,0
32933,-899,323,294,43,-30,-16,0,0,0
32966,-904,320,301,-9,-29,-85,0,0,0
33000,-893,331,312,-22,18,-83,0,0,0
33033,-878,325,303,-9,-14,-80,0,0,0
33066,-858,312,320,27,-7,-49,0,0,0
33100,-888,347,287,16,-24,-58,0,0,0
33133,-910,345,294,-101,17,-83,0,0,0
33166,-886,313,296,-18,36,3,0,0,0
33200,-899,333,267,-95,96,92,0,0,0
33233,-920,300,287,-116,38,124,0,0,0
33266,-911,289,278,50,-22,74,0,0,0
33300,-925,301,285,90,-8,79,0,0,0
33333,-908,279,273,25,-12,114,0,0,0
33366,-875,263,275,130,41,90,0,0,0
33400,-859,304,300,226,64,-32,0,0,0
33433,-889,364,280,-4,151,-144,0,0,0
33466,-916,383,329,-237,227,-158,0,0,0
33500,-942,364,347,-320,176,-45,0,0,0
33533,-883,302,303,-58,30,163,0,0,0
33566,-917,318,303,93,-83,248,0,0,0
33600,-902,337,303,167,-148,208,0,0,0
33633,-881,320,294,151,-93,129,0,0,0
33666,-931,329,275,-100,19,130,0,0,0
33700,-927,294,278,-146,27,72,0,0,0
33733,-884,285,278,68,28,18,0,0,0
33766,-901,333,271,16,24,-46,0,0,0
33800,-917,314,293,-29,55,-119,0,0,0
33833,-912,334,312,14,75,-76,0,0,0
33866,-879,337,318,41,33,-39,0,0,0
33900,-893,344,313,13,4,-1,0,0,0
33933,-889,361,320,35,-23,-46,0,0,0
33966,-870,353,303,36,-56,9,0,0,0
34000,-879,359,281,-59,-13,80,0,0,0
34033,-891,337,270,-31,-20,87,0,0,0
34066,-914,336,257,37,-20,114,0,0,0
34100,-937,337,252,59,-75,132,0,0,0
34133,-916,306,257,117,-70,134,0,0,0
34166,-910,312,255,115,-30,115,0,0,0
34200,-913,322,270,89,66,2,0,0,0
34233,-896,324,285,49,46,-33,0,0,0
34266,-894,335,288,-5,43,-54,0,0,0
34300,-901,325,309,27,10,-62,0,0,0
34333,-883,337,306,138,-17,-83,0,0,0
34366,-899,374,294,144,-81,-54,0,0,0
34400,-906,354,303,51,-41,-31,0,0,0
34433,-884,349,298,209,-119,-43,0,0,0
34466,-881,370,285,160,-98,-43,0,0,0
34500,-872,358,293,32,-38,-29,0,0,0
34533,-876,358,302,30,3,-41,0,0,0
34566,-864,371,305,-68,32,-55,0,0,0
34600,-865,368,304,-134,40,3,0,0,0
34633,-873,350,307,-151,91,15,0,0,0
34666,-870,339,299,-122,75,93,0,0,0
34700,-900,349,297,-165,87,111,0,0,0
34733,-914,326,301,-149,65,133,0,0,0
34766,-914,317,302,-75,13,143,0,0,0
34800,-909,312,296,-72,26,113,0,0,0
34833,-907,304,291,-57,24,122,0,0,0
34866,-891,301,283,17,-6,76,0,0,0
34900,-890,308,272,18,-2,41,0,0,0
34933,-896,309,269,77,-11,31,0,0,0
34966,-918,319,271,83,-28,1,0,0,0
35000,-925,329,270,91,-7,12,0,0,0
35033,-915,325,275,104,8,-1,0,0,0
35066,-890,329,281,137,-21,-12,0,0,0
35100,-886,341,284,123,-20,-63,0,0,0
35133,-882,360,289,85,-1,-57,0,0,0
35166,-896,369,295,22,-1,-75,0,0,0
35200,-918,376,290,13,-11,-8,0,0,0
35233,-919,356,292,28,-54,7,0,0,0
35266,-892,366,286,134,-101,13,0,0,0
35300,-880,378,275,33,-89,71,0,0,0
35333,-913,345,282,-102,-105,92,0,0,0
35366,-928,341,282,-7,-133,77,0,0,0
35400,-943,352,289,-95,-134,71,0,0,0
35433,-928,340,295,-118,-118,70,0,0,0
35466,-888,324,313,-87,-112,45,0,0,0
35500,-852,329,333,-17,-124,41,0,0,0
35533,-863,374,335,72,-120,11,0,0,0
35566,-840,383,331,-23,-70,52,0,0,0
35600,-815,389,355,82,-113,65,0,0,0
35633,-828,409,345,-11,-115,86,0,0,0
35666,-857,391,332,-20,-75,136,0,0,0
35700,-850,373,333,18,-59,173,0,0,0
35733,-858,392,332,-120,32,122,0,0,0
35766,-857,343,343,-141,3,93,0,0,0
35800,-861,341,335,-15,63,97,0,0,0
35833,-858,349,357,-77,93,56,0,0,0
35866,-865,343,360,11,78,36,0,0,0
35900,-875,355,351,7,34,-28,0,0,0
35933,-892,373,351,-46,86,-17,0,0,0
35966,-888,350,362,-28,81,-58,0,0,0
36000,-885,339,358,39,73,-54,0,0,0
36033,-878,335,353,75,37,-87,0,0,0
36066,-856,320,354,85,39,-65,0,0,0
36100,-849,320,349,145,-33,-155,0,0,0
36133,-876,339,342,119,8,-168,0,0,0
36166,-882,342,350,92,40,-151,0,0,0
36200,-863,340,350,137,56,-142,0,0,0
36233,-858,354,348,87,68,-153,0,0,0
36266,-867,361,345,42,79,-155,0,0,0
36300,-877,363,340,0,49,-141,0,0,0
36333,-879,358,325,41,31,-72,0,0,0
36366,-900,368,310,13,-2,-20,0,0,0
36400,-902,362,303,34,-16,36,0,0,0
36433,-907,339,295,25,-22,100,0,0,0
36466,-909,340,291,39,-15,111,0,0,0
36500,-878,324,292,-11,-34,124,0,0,0
36533,-856,313,284,-91,-23,144,0,0,0
36566,-852,302,287,-73,-23,65,0,0,0
36600,-913,346,281,-20,-47,-27,0,0,0
36633,-953,384,279,-113,-68,-45,0,0,0
36666,-966,371,293,-96,-25,1,0,0,0
36700,-929,371,278,48,-106,82,0,0,0
36733,-885,375,258,-6,-124,88,0,0,0
36766,-942,374,253,139,-157,53,0,0,0
36800,-930,393,244,200,-103,-6,0,0,0
36833,-845,398,260,57,35,51,0,0,0
36866,-825,383,278,-56,114,67,0,0,0
36900,-839,378,293,-52,124,112,0,0,0
36933,-858,379,301,-61,60,105,0,0,0
36966,-877,343,331,-64,57,178,0,0,0
37000,-886,329,322,48,80,210,0,0,0
37033,-869,311,322,55,112,174,0,0,0
37066,-842,314,337,76,68,97,0,0,0
37100,-846,312,337,19,60,53,0,0,0
37133,-882,306,344,37,65,6,0,0,0
37166,-891,345,345,71,65,-79,0,0,0
37200,-881,362,348,11,67,-89,0,0,0
37233,-882,377,347,25,61,-121,0,0,0
37266,-878,392,354,77,26,-130,0,0,0
37300,-861,407,343,58,-13,-100,0,0,0
37333,-853,416,339,-40,23,-37,0,0,0
37366,-865,421,334,-125,23,16,0,0,0
37400,-862,407,325,-167,13,74,0,0,0
37433,-866,396,320,-131,3,98,0,0,0
37466,-854,384,319,-108,-5,115,0,0,0
37500,-863,381,305,-153,-12,217,0,0,0
37533,-882,349,301,-152,54,192,0,0,0
37566,-877,342,292,-150,73,204,0,0,0
37600,-886,320,286,-152,77,156,0,0,0
37633,-895,329,296,-34,26,87,0,0,0
37666,-880,337,293,0,42,64,0,0,0
37700,-870,366,302,18,5,51,0,0,0
37733,-881,363,302,-46,45,42,0,0,0
37766,-875,364,308,10,-1,40,0,0,0
37800,-863,331,323,57,-5,10,0,0,0
37833,-886,360,312,86,9,53,0,0,0
37866,-898,362,309,63,-30,9,0,0,0
37900,-893,384,313,142,-31,-10,0,0,0
37933,-857,396,305,207,-81,-55,0,0,0
37966,-852,425,307,207,-48,-18,0,0,0
38000,-861,433,304,105,-43,22,0,0,0
38033,-870,424,303,113,-35,68,0,0,0
38066,-864,427,296,138,-51,104,0,0,0
38100,-853,426,294,68,-10,149,0,0,0
38133,-847,401,295,-32,26,156,0,0,0
38166,-862,377,292,-88,113,128,0,0,0
38200,-878,372,302,-95,107,105,0,0,0
38233,-885,360,306,-96,133,71,0,0,0
38266,-891,356,306,-67,79,10,0,0,0
38300,-884,362,313,-24,67,-20,0,0,0
38333,-891,368,310,-20,88,-13,0,0,0
38366,-881,388,320,26,41,-31,0,0,0
38400,-870,379,317,22,17,-31,0,0,0
38433,-854,418,310,68,-2,-22,0,0,0
38466,-860,425,304,-9,29,-59,0,0,0
38500,-866,418,306,-56,22,3,0,0,0
38533,-857,434,298,-70,52,-2,0,0,0
38566,-858,424,302,-106,67,-16,0,0,0
38600,-879,430,285,-108,33,-18,0,0,0
38633,-888,408,284,-153,90,-15,0,0,0
38666,-865,408,289,-105,77,70,0,0,0
38700,-842,388,278,-123,109,100,0,0,0
38733,-851,380,284,-170,106,117,0,0,0
38766,-871,368,285,-138,110,32,0,0,0
38800,-878,363,285,-94,92,4,0,0,0
